# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:U_RMS(1) 008:U_RMS(2) 009:U_RMS(mag)
 0.0000000000000000E+000 0.0000000000000000E+000       0      0   1.9999999999999998E-002 0.0000000000000000E+000  0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000
  1.4062877868575165E+000  1.4062877868575165E+000     460    460   1.9999999999999998E-002 0.0000000000000000E+000   5.8980233365487642E-002  6.2429808647613072E-004  5.8983537329903841E-002
  1.4381777165625637E+000  1.4381777165625637E+000     470    470   1.9999999999999998E-002 0.0000000000000000E+000   5.8342213566030922E-002  6.1938672045895506E-004  5.8345501314958667E-002
  1.4700791159309051E+000  1.4700791159309051E+000     480    480   1.9999999999999998E-002 0.0000000000000000E+000   5.7723425324601338E-002  6.1612875373434201E-004  5.7726713450931930E-002
  1.5019919994113408E+000  1.5019919994113408E+000     490    490   1.9999999999999998E-002 0.0000000000000000E+000   5.7123031103002768E-002  6.1924194150413267E-004  5.7126387449030406E-002
  1.5339162794352878E+000  1.5339162794352878E+000     500    500   1.9999999999999998E-002 0.0000000000000000E+000   5.6540224336668813E-002  6.2961107334086428E-004  5.6543729786285856E-002
  1.5658516878701576E+000  1.5658516878701576E+000     510    510   1.9999999999999998E-002 0.0000000000000000E+000   5.5974234019716471E-002  6.4338733112393517E-004  5.5977931556568218E-002
  1.5977977207034930E+000  1.5977977207034930E+000     520    520   1.9999999999999998E-002 0.0000000000000000E+000   5.5424327042022110E-002  6.5502061752977702E-004  5.5428197517783415E-002
  1.6297536176023399E+000  1.6297536176023399E+000     530    530   1.9999999999999998E-002 0.0000000000000000E+000   5.4889808798834582E-002  6.6043214593310866E-004  5.4893781802604939E-002
  1.6617183853056332E+000  1.6617183853056332E+000     540    540   1.9999999999999998E-002 0.0000000000000000E+000   5.4370022614618891E-002  6.5886965998919055E-004  5.4374014642502022E-002
  1.6936908666824450E+000  1.6936908666824450E+000     550    550   1.9999999999999998E-002 0.0000000000000000E+000   5.3864348363270968E-002  6.5389110228858688E-004  5.3868317201983062E-002
  1.7256698493442930E+000  1.7256698493442930E+000     560    560   1.9999999999999998E-002 0.0000000000000000E+000   5.3372200415153292E-002  6.5288048862929821E-004  5.3376193476939901E-002
  1.7576541998158616E+000  1.7576541998158616E+000     570    570   1.9999999999999998E-002 0.0000000000000000E+000   5.2893024845110474E-002  6.6311252741003476E-004  5.2897181356755504E-002
  1.7896430040793720E+000  1.7896430040793720E+000     580    580   1.9999999999999998E-002 0.0000000000000000E+000   5.2426295848717421E-002  6.8558352541482632E-004  5.2430778376708895E-002
  1.8216356929703447E+000  1.8216356929703447E+000     590    590   1.9999999999999998E-002 0.0000000000000000E+000   5.1971511585639831E-002  7.1379127092655094E-004  5.1976413058951527E-002
  1.8536321303592071E+000  1.8536321303592071E+000     600    600   1.9999999999999998E-002 0.0000000000000000E+000   5.1528190110392415E-002  7.3860273951787460E-004  5.1533483387595353E-002
  1.8856326448198348E+000  1.8856326448198348E+000     610    610   1.9999999999999998E-002 0.0000000000000000E+000   5.1095866316569971E-002  7.5312360285405421E-004  5.1101416318943311E-002
  1.9176379916583488E+000  1.9176379916583488E+000     620    620   1.9999999999999998E-002 0.0000000000000000E+000   5.0674090763158057E-002  7.5556216741134010E-004  5.0679723251627999E-002
  1.9496492414941082E+000  1.9496492414941082E+000     630    630   1.9999999999999998E-002 0.0000000000000000E+000   5.0262430756431664E-002  7.5089721389490691E-004  5.0268039470133727E-002
  1.9816676047293462E+000  1.9816676047293462E+000     640    640   1.9999999999999998E-002 0.0000000000000000E+000   4.9860473199296491E-002  7.5048115228361416E-004  4.9866120859935527E-002
  2.0136942129793165E+000  2.0136942129793165E+000     650    650   1.9999999999999998E-002 0.0000000000000000E+000   4.9467827985128973E-002  7.6636548578599983E-004  4.9473763972676598E-002
  2.0457298874213130E+000  2.0457298874213130E+000     660    660   1.9999999999999998E-002 0.0000000000000000E+000   4.9084130428078607E-002  8.0144030650702653E-004  4.9090672906831560E-002
  2.0777749282091355E+000  2.0777749282091355E+000     670    670   1.9999999999999998E-002 0.0000000000000000E+000   4.8709041683738103E-002  8.4650261853792070E-004  4.8716396710258935E-002
  2.1098289597710402E+000  2.1098289597710402E+000     680    680   1.9999999999999998E-002 0.0000000000000000E+000   4.8342247124738415E-002  8.8742588845470731E-004  4.8350391743777825E-002
  2.1418908630793080E+000  2.1418908630793080E+000     690    690   1.9999999999999998E-002 0.0000000000000000E+000   4.7983453671739555E-002  9.1302026429711400E-004  4.7992139275833425E-002
  2.1739588184222502E+000  2.1739588184222502E+000     700    700   1.9999999999999998E-002 0.0000000000000000E+000   4.7632387533124278E-002  9.1980311680096864E-004  4.7641267614111715E-002
  2.2060304681974396E+000  2.2060304681974396E+000     710    710   1.9999999999999998E-002 0.0000000000000000E+000   4.7288793281756609E-002  9.1492352954676370E-004  4.7297643229971058E-002
  2.2381031913996789E+000  2.2381031913996789E+000     720    720   1.9999999999999998E-002 0.0000000000000000E+000   4.6952433865446456E-002  9.1617391737379261E-004  4.6961371578521839E-002
  2.2701744600311943E+000  2.2701744600311943E+000     730    730   1.9999999999999998E-002 0.0000000000000000E+000   4.6623089842793037E-002  9.4394863643347637E-004  4.6632644633533022E-002
  2.3022422289133701E+000  2.3022422289133701E+000     740    740   1.9999999999999998E-002 0.0000000000000000E+000   4.6300555867450663E-002  1.0051748181254240E-003  4.6311465643508995E-002
  2.3343052996781468E+000  2.3343052996781468E+000     750    750   1.9999999999999998E-002 0.0000000000000000E+000   4.5984633623179647E-002  1.0863521784054725E-003  4.5997463957413904E-002
  2.3663635945808381E+000  2.3663635945808381E+000     760    760   1.9999999999999998E-002 0.0000000000000000E+000   4.5675122449348508E-002  1.1639782285613795E-003  4.5689951368758805E-002
  2.3984182848783581E+000  2.3984182848783581E+000     770    770   1.9999999999999998E-002 0.0000000000000000E+000   4.5371810832216201E-002  1.2178024440262467E-003  4.5388151107828651E-002
  2.4304717355660643E+000  2.4304717355660643E+000     780    780   1.9999999999999998E-002 0.0000000000000000E+000   4.5074472765876851E-002  1.2391894217856305E-003  4.5091503473989860E-002
  2.4625272524003736E+000  2.4625272524003736E+000     790    790   1.9999999999999998E-002 0.0000000000000000E+000   4.4782872036257268E-002  1.2364217942025519E-003  4.4799937127957809E-002
  2.4945886463555795E+000  2.4945886463555795E+000     800    800   1.9999999999999998E-002 0.0000000000000000E+000   4.4496774244620347E-002  1.2360825635124659E-003  4.4513939595148483E-002
  2.5266596577429369E+000  2.5266596577429369E+000     810    810   1.9999999999999998E-002 0.0000000000000000E+000   4.4215962052766331E-002  1.2727836481905656E-003  4.4234277189378525E-002
  2.5587433078158081E+000  2.5587433078158081E+000     820    820   1.9999999999999998E-002 0.0000000000000000E+000   4.3940246587545352E-002  1.3637920082310599E-003  4.3961405787531484E-002
  2.5908412660772852E+000  2.5908412660772852E+000     830    830   1.9999999999999998E-002 0.0000000000000000E+000   4.3669469522870230E-002  1.4927179796132683E-003  4.3694974257636918E-002
  2.6229533327214231E+000  2.6229533327214231E+000     840    840   1.9999999999999998E-002 0.0000000000000000E+000   4.3403495174186019E-002  1.6225300274226601E-003  4.3433811679675056E-002
  2.6550771363602425E+000  2.6550771363602425E+000     850    850   1.9999999999999998E-002 0.0000000000000000E+000   4.3142197324950393E-002  1.7179822564494646E-003  4.3176389995672774E-002
  2.6872081326570529E+000  2.6872081326570529E+000     860    860   1.9999999999999998E-002 0.0000000000000000E+000   4.2885449532404651E-002  1.7611293824184574E-003  4.2921595477079410E-002
  2.7193399562221856E+000  2.7193399562221856E+000     870    870   1.9999999999999998E-002 0.0000000000000000E+000   4.2633127607713117E-002  1.7614605354475036E-003  4.2669500967710991E-002
  2.7514651263664506E+000  2.7514651263664506E+000     880    880   1.9999999999999998E-002 0.0000000000000000E+000   4.2385124961488251E-002  1.7600082423909901E-003  4.2421650687051997E-002
  2.7835760431976463E+000  2.7835760431976463E+000     890    890   1.9999999999999998E-002 0.0000000000000000E+000   4.2141368743389886E-002  1.8155360950182487E-003  4.2180459111757802E-002
  2.8156661455863476E+000  2.8156661455863476E+000     900    900   1.9999999999999998E-002 0.0000000000000000E+000   4.1901820768084085E-002  1.9635907371309965E-003  4.1947804141141746E-002
  2.8477310531489843E+000  2.8477310531489843E+000     910    910   1.9999999999999998E-002 0.0000000000000000E+000   4.1666458502768719E-002  2.1832492357475157E-003  4.1723618507846849E-002
  2.8797694935020711E+000  2.8797694935020711E+000     920    920   1.9999999999999998E-002 0.0000000000000000E+000   4.1435243666688288E-002  2.4133418368383172E-003  4.1505465140620527E-002
  2.9117838320840530E+000  2.9117838320840530E+000     930    930   1.9999999999999998E-002 0.0000000000000000E+000   4.1208086851043939E-002  2.5912016321142350E-003  4.1289475024774189E-002
  2.9437800715439328E+000  2.9437800715439328E+000     940    940   1.9999999999999998E-002 0.0000000000000000E+000   4.0984819053547552E-002  2.6810949440654505E-003  4.1072419735768290E-002
  2.9757672603692100E+000  2.9757672603692100E+000     950    950   1.9999999999999998E-002 0.0000000000000000E+000   4.0765195264234739E-002  2.6923896884902567E-003  4.0854009682843557E-002
  3.0077563308100772E+000  3.0077563308100772E+000     960    960   1.9999999999999998E-002 0.0000000000000000E+000   4.0548949396724198E-002  2.6879225491723395E-003  4.0637940705804087E-002
  3.0397584629986380E+000  3.0397584629986380E+000     970    970   1.9999999999999998E-002 0.0000000000000000E+000   4.0335870955071859E-002  2.7645455460013219E-003  4.0430498361758111E-002
  3.0717831381049376E+000  3.0717831381049376E+000     980    980   1.9999999999999998E-002 0.0000000000000000E+000   4.0125843618895169E-002  2.9877949880317075E-003  4.0236926386325002E-002
  3.1038361072814355E+000  3.1038361072814355E+000     990    990   1.9999999999999998E-002 0.0000000000000000E+000   3.9918830707744664E-002  3.3310532851826453E-003  4.0057570583627564E-002
  3.1359175713902627E+000  3.1359175713902627E+000    1000   1000   1.9999999999999998E-002 0.0000000000000000E+000   3.9714838399214617E-002  3.6948903154860093E-003  3.9886346078817553E-002
  3.1680209328017689E+000  3.1680209328017689E+000    1010   1010   1.9999999999999998E-002 0.0000000000000000E+000   3.9513860884673235E-002  3.9728199079053894E-003  3.9713077191700456E-002
  3.2001325125401804E+000  3.2001325125401804E+000    1020   1020   1.9999999999999998E-002 0.0000000000000000E+000   3.9315816883578209E-002  4.1053313368394972E-003  3.9529573772155575E-002
  3.2322325640972104E+000  3.2322325640972104E+000    1030   1030   1.9999999999999998E-002 0.0000000000000000E+000   3.9120587915188252E-002  4.1155398061682371E-003  3.9336472474360594E-002
  3.2642977188099218E+000  3.2642977188099218E+000    1040   1040   1.9999999999999998E-002 0.0000000000000000E+000   3.8928186198642130E-002  4.1193142709536205E-003  3.9145528873410739E-002
  3.2963046687533834E+000  3.2963046687533834E+000    1050   1050   1.9999999999999998E-002 0.0000000000000000E+000   3.8738794795470163E-002  4.2743854081197234E-003  3.8973896300250672E-002
  3.3282345128186046E+000  3.3282345128186046E+000    1060   1060   1.9999999999999998E-002 0.0000000000000000E+000   3.8552562624291418E-002  4.6586894189216900E-003  3.8833020382168118E-002
  3.3600769026865644E+000  3.3600769026865644E+000    1070   1070   1.9999999999999998E-002 0.0000000000000000E+000   3.8369489438180064E-002  5.1940509354850092E-003  3.8719450988708814E-002
  3.3918330365027973E+000  3.3918330365027973E+000    1080   1080   1.9999999999999998E-002 0.0000000000000000E+000   3.8189569562044045E-002  5.7093703801209905E-003  3.8613988831401556E-002
  3.4235167216516662E+000  3.4235167216516662E+000    1090   1090   1.9999999999999998E-002 0.0000000000000000E+000   3.8012767665809633E-002  6.0521705142738388E-003  3.8491548079398780E-002
  3.4551531287546830E+000  3.4551531287546830E+000    1100   1100   1.9999999999999998E-002 0.0000000000000000E+000   3.7838732827831171E-002  6.1708433874906098E-003  3.8338609913883479E-002
  3.4867753121515834E+000  3.4867753121515834E+000    1110   1110   1.9999999999999998E-002 0.0000000000000000E+000   3.7667019278356024E-002  6.1580009637109167E-003  3.8167071110908011E-002
  3.5184189141902320E+000  3.5184189141902320E+000    1120   1120   1.9999999999999998E-002 0.0000000000000000E+000   3.7497545591961323E-002  6.2251859473183763E-003  3.8010773018973296E-002
  3.5501156664200537E+000  3.5501156664200537E+000    1130   1130   1.9999999999999998E-002 0.0000000000000000E+000   3.7330236108729191E-002  6.5698210478526402E-003  3.7903945395357938E-002
  3.5818864538270815E+000  3.5818864538270815E+000    1140   1140   1.9999999999999998E-002 0.0000000000000000E+000   3.7164655965245954E-002  7.2020317788127767E-003  3.7856055192770954E-002
  3.6137349958136093E+000  3.6137349958136093E+000    1150   1150   1.9999999999999998E-002 0.0000000000000000E+000   3.7000639332832343E-002  7.9228859594030183E-003  3.7839389965537830E-002
  3.6456436844966217E+000  3.6456436844966217E+000    1160   1160   1.9999999999999998E-002 0.0000000000000000E+000   3.6838491005312716E-002  8.4734394800017760E-003  3.7800444391167666E-002
  3.6775735161908449E+000  3.6775735161908449E+000    1170   1170   1.9999999999999998E-002 0.0000000000000000E+000   3.6678338928663083E-002  8.7115594353155589E-003  3.7698697780704804E-002
  3.7094696840740897E+000  3.7094696840740897E+000    1180   1180   1.9999999999999998E-002 0.0000000000000000E+000   3.6521294193847810E-002  8.7156328502517119E-003  3.7546866521375235E-002
  3.7412727725445980E+000  3.7412727725445980E+000    1190   1190   1.9999999999999998E-002 0.0000000000000000E+000   3.6369014455981427E-002  8.7501618718011453E-003  3.7406824848977873E-002
  3.7729330520782626E+000  3.7729330520782626E+000    1200   1200   1.9999999999999998E-002 0.0000000000000000E+000   3.6220455966569660E-002  9.0913607957273860E-003  3.7343999137000589E-002
  3.8044236007326288E+000  3.8044236007326288E+000    1210   1210   1.9999999999999998E-002 0.0000000000000000E+000   3.6072768469230398E-002  9.7974609160359911E-003  3.7379604939538291E-002
  3.8357481440598860E+000  3.8357481440598860E+000    1220   1220   1.9999999999999998E-002 0.0000000000000000E+000   3.5925592572328226E-002  1.0643260711925803E-002  3.7469016537066308E-002
  3.8669415262847337E+000  3.8669415262847337E+000    1230   1230   1.9999999999999998E-002 0.0000000000000000E+000   3.5780443670006207E-002  1.1299189476627444E-002  3.7522151218329895E-002
  3.8980632734660902E+000  3.8980632734660902E+000    1240   1240   1.9999999999999998E-002 0.0000000000000000E+000   3.5638057566652499E-002  1.1586675005361803E-002  3.7474286981928202E-002
  3.9291864589528504E+000  3.9291864589528504E+000    1250   1250   1.9999999999999998E-002 0.0000000000000000E+000   3.5501278700338620E-002  1.1595921672934339E-002  3.7347104155529180E-002
  3.9603843707210035E+000  3.9603843707210035E+000    1260   1260   1.9999999999999998E-002 0.0000000000000000E+000   3.5370610158290842E-002  1.1617434081038364E-002  3.7229623119191788E-002
  3.9917166319919857E+000  3.9917166319919857E+000    1270   1270   1.9999999999999998E-002 0.0000000000000000E+000   3.5240190455461140E-002  1.1973424714306391E-002  3.7218730804882875E-002
  4.0231590776486010E+000  4.0231590776486010E+000    1280   1280   1.9999999999999998E-002 0.0000000000000000E+000   3.5105424681427432E-002  1.2760385306361239E-002  3.7352620727737089E-002
  4.0544187532286439E+000  4.0544187532286439E+000    1290   1290   1.9999999999999998E-002 0.0000000000000000E+000   3.4970118835338626E-002  1.3699431625252433E-002  3.7557737394745598E-002
  4.0855541423337555E+000  4.0855541423337555E+000    1300   1300   1.9999999999999998E-002 0.0000000000000000E+000   3.4838345882832446E-002  1.4386807341589554E-002  3.7692049152783981E-002
  4.1167026211461008E+000  4.1167026211461008E+000    1310   1310   1.9999999999999998E-002 0.0000000000000000E+000   3.4720054359325183E-002  1.4662932629202225E-002  3.7689305751141386E-002
  4.1479979253384993E+000  4.1479979253384993E+000    1320   1320   1.9999999999999998E-002 0.0000000000000000E+000   3.4621918100198700E-002  1.4658338955497844E-002  3.7597129064213561E-002
  4.1794861984312943E+000  4.1794861984312943E+000    1330   1330   1.9999999999999998E-002 0.0000000000000000E+000   3.4530579312783209E-002  1.4692693183721196E-002  3.7526472531632641E-002
  4.2108097097566545E+000  4.2108097097566545E+000    1340   1340   1.9999999999999998E-002 0.0000000000000000E+000   3.4426657520509658E-002  1.5107714008435695E-002  3.7595714790320826E-002
  4.2418957412098956E+000  4.2418957412098956E+000    1350   1350   1.9999999999999998E-002 0.0000000000000000E+000   3.4306830870495290E-002  1.5955934435598837E-002  3.7835836030011251E-002
  4.2727880268353084E+000  4.2727880268353084E+000    1360   1360   1.9999999999999998E-002 0.0000000000000000E+000   3.4183835708038197E-002  1.6876881546589794E-002  3.8123008203075613E-002
  4.3035694070959511E+000  4.3035694070959511E+000    1370   1370   1.9999999999999998E-002 0.0000000000000000E+000   3.4072259518762355E-002  1.7468107566588033E-002  3.8289080044730535E-002
  4.3343435740358255E+000  4.3343435740358255E+000    1380   1380   1.9999999999999998E-002 0.0000000000000000E+000   3.3989579654279742E-002  1.7657420164428804E-002  3.8302428277301224E-002
  4.3652158110681220E+000  4.3652158110681220E+000    1390   1390   1.9999999999999998E-002 0.0000000000000000E+000   3.3926530710706042E-002  1.7621432856981149E-002  3.8229888595149933E-002
  4.3962745031994536E+000  4.3962745031994536E+000    1400   1400   1.9999999999999998E-002 0.0000000000000000E+000   3.3854501001904591E-002  1.7710247131659235E-002  3.8207068607162248E-002
  4.4273661244808586E+000  4.4273661244808586E+000    1410   1410   1.9999999999999998E-002 0.0000000000000000E+000   3.3755346080683334E-002  1.8249695295263778E-002  3.8372838928031853E-002
  4.4581568236971511E+000  4.4581568236971511E+000    1420   1420   1.9999999999999998E-002 0.0000000000000000E+000   3.3642277120125818E-002  1.9167278981696220E-002  3.8719341334654892E-002
  4.4887848914605443E+000  4.4887848914605443E+000    1430   1430   1.9999999999999998E-002 0.0000000000000000E+000   3.3539453681562867E-002  1.9994929276098385E-002  3.9047306565419814E-002
  4.5194251930963096E+000  4.5194251930963096E+000    1440   1440   1.9999999999999998E-002 0.0000000000000000E+000   3.3483090912457318E-002  2.0451817368663545E-002  3.9235114511532263E-002
  4.5502484982806850E+000  4.5502484982806850E+000    1450   1450   1.9999999999999998E-002 0.0000000000000000E+000   3.3472921954015335E-002  2.0551971868912586E-002  3.9278748094105239E-002
  4.5813952979780090E+000  4.5813952979780090E+000    1460   1460   1.9999999999999998E-002 0.0000000000000000E+000   3.3466803222588765E-002  2.0505162397425391E-002  3.9249058624179330E-002
  4.6126343777389804E+000  4.6126343777389804E+000    1470   1470   1.9999999999999998E-002 0.0000000000000000E+000   3.3420904258630961E-002  2.0690037039314632E-002  3.9306926541676961E-002
  4.6435875242018163E+000  4.6435875242018163E+000    1480   1480   1.9999999999999998E-002 0.0000000000000000E+000   3.3329207021288258E-002  2.1348606471636855E-002  3.9580285988717989E-002
  4.6743091463333978E+000  4.6743091463333978E+000    1490   1490   1.9999999999999998E-002 0.0000000000000000E+000   3.3226421378050043E-002  2.2228206655412643E-002  3.9976095966308067E-002
  4.7049009630091847E+000  4.7049009630091847E+000    1500   1500   1.9999999999999998E-002 0.0000000000000000E+000   3.3156866254074959E-002  2.2871086978362962E-002  4.0279826208195812E-002
  4.7354875435675243E+000  4.7354875435675243E+000    1510   1510   1.9999999999999998E-002 0.0000000000000000E+000   3.3145197424114374E-002  2.3148426310672918E-002  4.0428378064722956E-002
  4.7661939015060763E+000  4.7661939015060763E+000    1520   1520   1.9999999999999998E-002 0.0000000000000000E+000   3.3155909392377194E-002  2.3139708967858920E-002  4.0432171086311159E-002
