# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:P_OVER_RHO
  1.4700791159309051E+000  1.4700791159309051E+000     480    480   1.9999999999999998E-002 0.0000000000000000E+000 -4.4998341372332388E-003
  1.5019919994113408E+000  1.5019919994113408E+000     490    490   1.9999999999999998E-002 0.0000000000000000E+000 -4.4786745739034810E-003
  1.5339162794352878E+000  1.5339162794352878E+000     500    500   1.9999999999999998E-002 0.0000000000000000E+000 -4.4592015640126732E-003
  1.5658516878701576E+000  1.5658516878701576E+000     510    510   1.9999999999999998E-002 0.0000000000000000E+000 -4.4412358148895627E-003
  1.5977977207034930E+000  1.5977977207034930E+000     520    520   1.9999999999999998E-002 0.0000000000000000E+000 -4.4246215867726084E-003
  1.6297536176023399E+000  1.6297536176023399E+000     530    530   1.9999999999999998E-002 0.0000000000000000E+000 -4.4091838426138831E-003
  1.6617183853056332E+000  1.6617183853056332E+000     540    540   1.9999999999999998E-002 0.0000000000000000E+000 -4.3947048506245174E-003
  1.6936908666824450E+000  1.6936908666824450E+000     550    550   1.9999999999999998E-002 0.0000000000000000E+000 -4.3809372598108300E-003
  1.7256698493442930E+000  1.7256698493442930E+000     560    560   1.9999999999999998E-002 0.0000000000000000E+000 -4.3676506068522886E-003
  1.7576541998158616E+000  1.7576541998158616E+000     570    570   1.9999999999999998E-002 0.0000000000000000E+000 -4.3546878843326783E-003
  1.7896430040793720E+000  1.7896430040793720E+000     580    580   1.9999999999999998E-002 0.0000000000000000E+000 -4.3420113736425829E-003
  1.8216356929703447E+000  1.8216356929703447E+000     590    590   1.9999999999999998E-002 0.0000000000000000E+000 -4.3297025135197948E-003
  1.8536321303592071E+000  1.8536321303592071E+000     600    600   1.9999999999999998E-002 0.0000000000000000E+000 -4.3179188996305972E-003
  1.8856326448198348E+000  1.8856326448198348E+000     610    610   1.9999999999999998E-002 0.0000000000000000E+000 -4.3068103097897596E-003
  1.9176379916583488E+000  1.9176379916583488E+000     620    620   1.9999999999999998E-002 0.0000000000000000E+000 -4.2964490509349388E-003
  1.9496492414941082E+000  1.9496492414941082E+000     630    630   1.9999999999999998E-002 0.0000000000000000E+000 -4.2868022022662080E-003
  1.9816676047293462E+000  1.9816676047293462E+000     640    640   1.9999999999999998E-002 0.0000000000000000E+000 -4.2777761520247645E-003
  2.0136942129793165E+000  2.0136942129793165E+000     650    650   1.9999999999999998E-002 0.0000000000000000E+000 -4.2693088096102354E-003
  2.0457298874213130E+000  2.0457298874213130E+000     660    660   1.9999999999999998E-002 0.0000000000000000E+000 -4.2614484918191131E-003
  2.0777749282091355E+000  2.0777749282091355E+000     670    670   1.9999999999999998E-002 0.0000000000000000E+000 -4.2543605128924824E-003
  2.1098289597710402E+000  2.1098289597710402E+000     680    680   1.9999999999999998E-002 0.0000000000000000E+000 -4.2482472043536994E-003
  2.1418908630793080E+000  2.1418908630793080E+000     690    690   1.9999999999999998E-002 0.0000000000000000E+000 -4.2431820674377727E-003
  2.1739588184222502E+000  2.1739588184222502E+000     700    700   1.9999999999999998E-002 0.0000000000000000E+000 -4.2389416001265214E-003
  2.2060304681974396E+000  2.2060304681974396E+000     710    710   1.9999999999999998E-002 0.0000000000000000E+000 -4.2349627065106965E-003
  2.2381031913996789E+000  2.2381031913996789E+000     720    720   1.9999999999999998E-002 0.0000000000000000E+000 -4.2305052469496864E-003
  2.2701744600311943E+000  2.2701744600311943E+000     730    730   1.9999999999999998E-002 0.0000000000000000E+000 -4.2249952028996702E-003
  2.3022422289133701E+000  2.3022422289133701E+000     740    740   1.9999999999999998E-002 0.0000000000000000E+000 -4.2183813809088803E-003
  2.3343052996781468E+000  2.3343052996781468E+000     750    750   1.9999999999999998E-002 0.0000000000000000E+000 -4.2113014939201605E-003
  2.3663635945808381E+000  2.3663635945808381E+000     760    760   1.9999999999999998E-002 0.0000000000000000E+000 -4.2048893327221801E-003
  2.3984182848783581E+000  2.3984182848783581E+000     770    770   1.9999999999999998E-002 0.0000000000000000E+000 -4.2002619902122040E-003
  2.4304717355660643E+000  2.4304717355660643E+000     780    780   1.9999999999999998E-002 0.0000000000000000E+000 -4.1978521786492857E-003
  2.4625272524003736E+000  2.4625272524003736E+000     790    790   1.9999999999999998E-002 0.0000000000000000E+000 -4.1970844805760885E-003
  2.4945886463555795E+000  2.4945886463555795E+000     800    800   1.9999999999999998E-002 0.0000000000000000E+000 -4.1966893356252601E-003
  2.5266596577429369E+000  2.5266596577429369E+000     810    810   1.9999999999999998E-002 0.0000000000000000E+000 -4.1954780327443268E-003
  2.5587433078158081E+000  2.5587433078158081E+000     820    820   1.9999999999999998E-002 0.0000000000000000E+000 -4.1933134818849708E-003
  2.5908412660772852E+000  2.5908412660772852E+000     830    830   1.9999999999999998E-002 0.0000000000000000E+000 -4.1916184908685538E-003
  2.6229533327214231E+000  2.6229533327214231E+000     840    840   1.9999999999999998E-002 0.0000000000000000E+000 -4.1929545880407257E-003
  2.6550771363602425E+000  2.6550771363602425E+000     850    850   1.9999999999999998E-002 0.0000000000000000E+000 -4.1996594429996658E-003
  2.6872081326570529E+000  2.6872081326570529E+000     860    860   1.9999999999999998E-002 0.0000000000000000E+000 -4.2121379602900708E-003
  2.7193399562221856E+000  2.7193399562221856E+000     870    870   1.9999999999999998E-002 0.0000000000000000E+000 -4.2278558199432314E-003
  2.7514651263664506E+000  2.7514651263664506E+000     880    880   1.9999999999999998E-002 0.0000000000000000E+000 -4.2419986978005495E-003
  2.7835760431976463E+000  2.7835760431976463E+000     890    890   1.9999999999999998E-002 0.0000000000000000E+000 -4.2498817673079303E-003
  2.8156661455863476E+000  2.8156661455863476E+000     900    900   1.9999999999999998E-002 0.0000000000000000E+000 -4.2500229910696507E-003
  2.8477310531489843E+000  2.8477310531489843E+000     910    910   1.9999999999999998E-002 0.0000000000000000E+000 -4.2460461294494971E-003
  2.8797694935020711E+000  2.8797694935020711E+000     920    920   1.9999999999999998E-002 0.0000000000000000E+000 -4.2458547600918334E-003
  2.9117838320840530E+000  2.9117838320840530E+000     930    930   1.9999999999999998E-002 0.0000000000000000E+000 -4.2578113478391390E-003
  2.9437800715439328E+000  2.9437800715439328E+000     940    940   1.9999999999999998E-002 0.0000000000000000E+000 -4.2854807138002728E-003
  2.9757672603692100E+000  2.9757672603692100E+000     950    950   1.9999999999999998E-002 0.0000000000000000E+000 -4.3240037242291275E-003
  3.0077563308100772E+000  3.0077563308100772E+000     960    960   1.9999999999999998E-002 0.0000000000000000E+000 -4.3612710712840279E-003
  3.0397584629986380E+000  3.0397584629986380E+000     970    970   1.9999999999999998E-002 0.0000000000000000E+000 -4.3847189653038389E-003
  3.0717831381049376E+000  3.0717831381049376E+000     980    980   1.9999999999999998E-002 0.0000000000000000E+000 -4.3906248898659763E-003
  3.1038361072814355E+000  3.1038361072814355E+000     990    990   1.9999999999999998E-002 0.0000000000000000E+000 -4.3901618282521148E-003
  3.1359175713902627E+000  3.1359175713902627E+000    1000   1000   1.9999999999999998E-002 0.0000000000000000E+000 -4.4069331654422487E-003
  3.1680209328017689E+000  3.1680209328017689E+000    1010   1010   1.9999999999999998E-002 0.0000000000000000E+000 -4.4642932061227194E-003
  3.2001325125401804E+000  3.2001325125401804E+000    1020   1020   1.9999999999999998E-002 0.0000000000000000E+000 -4.5671426325370818E-003
  3.2322325640972104E+000  3.2322325640972104E+000    1030   1030   1.9999999999999998E-002 0.0000000000000000E+000 -4.6903784584785181E-003
  3.2642977188099218E+000  3.2642977188099218E+000    1040   1040   1.9999999999999998E-002 0.0000000000000000E+000 -4.7872888487715217E-003
  3.2963046687533834E+000  3.2963046687533834E+000    1050   1050   1.9999999999999998E-002 0.0000000000000000E+000 -4.8178845843514457E-003
  3.3282345128186046E+000  3.3282345128186046E+000    1060   1060   1.9999999999999998E-002 0.0000000000000000E+000 -4.7793447148878751E-003
  3.3600769026865644E+000  3.3600769026865644E+000    1070   1070   1.9999999999999998E-002 0.0000000000000000E+000 -4.7174528015493875E-003
  3.3918330365027973E+000  3.3918330365027973E+000    1080   1080   1.9999999999999998E-002 0.0000000000000000E+000 -4.7076964806617640E-003
  3.4235167216516662E+000  3.4235167216516662E+000    1090   1090   1.9999999999999998E-002 0.0000000000000000E+000 -4.8076967128881742E-003
  3.4551531287546830E+000  3.4551531287546830E+000    1100   1100   1.9999999999999998E-002 0.0000000000000000E+000 -5.0045591500542583E-003
  3.4867753121515834E+000  3.4867753121515834E+000    1110   1110   1.9999999999999998E-002 0.0000000000000000E+000 -5.2056256239059202E-003
  3.5184189141902320E+000  3.5184189141902320E+000    1120   1120   1.9999999999999998E-002 0.0000000000000000E+000 -5.2983184608953370E-003
  3.5501156664200537E+000  3.5501156664200537E+000    1130   1130   1.9999999999999998E-002 0.0000000000000000E+000 -5.2374478022694734E-003
  3.5818864538270815E+000  3.5818864538270815E+000    1140   1140   1.9999999999999998E-002 0.0000000000000000E+000 -5.0958498185633924E-003
  3.6137349958136093E+000  3.6137349958136093E+000    1150   1150   1.9999999999999998E-002 0.0000000000000000E+000 -5.0416114168354404E-003
  3.6456436844966217E+000  3.6456436844966217E+000    1160   1160   1.9999999999999998E-002 0.0000000000000000E+000 -5.2264862461941765E-003
  3.6775735161908449E+000  3.6775735161908449E+000    1170   1170   1.9999999999999998E-002 0.0000000000000000E+000 -5.6268700639213999E-003
  3.7094696840740897E+000  3.7094696840740897E+000    1180   1180   1.9999999999999998E-002 0.0000000000000000E+000 -6.0121749326616811E-003
  3.7412727725445980E+000  3.7412727725445980E+000    1190   1190   1.9999999999999998E-002 0.0000000000000000E+000 -6.1277284106432903E-003
  3.7729330520782626E+000  3.7729330520782626E+000    1200   1200   1.9999999999999998E-002 0.0000000000000000E+000 -5.9017793352673244E-003
  3.8044236007326288E+000  3.8044236007326288E+000    1210   1210   1.9999999999999998E-002 0.0000000000000000E+000 -5.5150460631415301E-003
  3.8357481440598860E+000  3.8357481440598860E+000    1220   1220   1.9999999999999998E-002 0.0000000000000000E+000 -5.3128712210860840E-003
  3.8669415262847337E+000  3.8669415262847337E+000    1230   1230   1.9999999999999998E-002 0.0000000000000000E+000 -5.5568321163396614E-003
  3.8980632734660902E+000  3.8980632734660902E+000    1240   1240   1.9999999999999998E-002 0.0000000000000000E+000 -6.1338333996668881E-003
  3.9291864589528504E+000  3.9291864589528504E+000    1250   1250   1.9999999999999998E-002 0.0000000000000000E+000 -6.6236873426805367E-003
  3.9603843707210035E+000  3.9603843707210035E+000    1260   1260   1.9999999999999998E-002 0.0000000000000000E+000 -6.6721997544662103E-003
  3.9917166319919857E+000  3.9917166319919857E+000    1270   1270   1.9999999999999998E-002 0.0000000000000000E+000 -6.2416206038039083E-003
  4.0231590776486010E+000  4.0231590776486010E+000    1280   1280   1.9999999999999998E-002 0.0000000000000000E+000 -5.6827290483439032E-003
  4.0544187532286439E+000  4.0544187532286439E+000    1290   1290   1.9999999999999998E-002 0.0000000000000000E+000 -5.5726047754563898E-003
  4.0855541423337555E+000  4.0855541423337555E+000    1300   1300   1.9999999999999998E-002 0.0000000000000000E+000 -6.1613090184234824E-003
  4.1167026211461008E+000  4.1167026211461008E+000    1310   1310   1.9999999999999998E-002 0.0000000000000000E+000 -7.0174599860969060E-003
  4.1479979253384993E+000  4.1479979253384993E+000    1320   1320   1.9999999999999998E-002 0.0000000000000000E+000 -7.5142662188167275E-003
  4.1794861984312943E+000  4.1794861984312943E+000    1330   1330   1.9999999999999998E-002 0.0000000000000000E+000 -7.2858791074734643E-003
  4.2108097097566545E+000  4.2108097097566545E+000    1340   1340   1.9999999999999998E-002 0.0000000000000000E+000 -6.4601495523219627E-003
  4.2418957412098956E+000  4.2418957412098956E+000    1350   1350   1.9999999999999998E-002 0.0000000000000000E+000 -5.7061899312505035E-003
  4.2727880268353084E+000  4.2727880268353084E+000    1360   1360   1.9999999999999998E-002 0.0000000000000000E+000 -5.7806614005070517E-003
  4.3035694070959511E+000  4.3035694070959511E+000    1370   1370   1.9999999999999998E-002 0.0000000000000000E+000 -6.6337655742350642E-003
  4.3343435740358255E+000  4.3343435740358255E+000    1380   1380   1.9999999999999998E-002 0.0000000000000000E+000 -7.5160445231467614E-003
  4.3652158110681220E+000  4.3652158110681220E+000    1390   1390   1.9999999999999998E-002 0.0000000000000000E+000 -7.7899017068132447E-003
  4.3962745031994536E+000  4.3962745031994536E+000    1400   1400   1.9999999999999998E-002 0.0000000000000000E+000 -7.2088702376807249E-003
  4.4273661244808586E+000  4.4273661244808586E+000    1410   1410   1.9999999999999998E-002 0.0000000000000000E+000 -6.1733002773800098E-003
  4.4581568236971511E+000  4.4581568236971511E+000    1420   1420   1.9999999999999998E-002 0.0000000000000000E+000 -5.6782316626888507E-003
  4.4887848914605443E+000  4.4887848914605443E+000    1430   1430   1.9999999999999998E-002 0.0000000000000000E+000 -6.2954114159250540E-003
  4.5194251930963096E+000  4.5194251930963096E+000    1440   1440   1.9999999999999998E-002 0.0000000000000000E+000 -7.4075305955426946E-003
  4.5502484982806850E+000  4.5502484982806850E+000    1450   1450   1.9999999999999998E-002 0.0000000000000000E+000 -8.2051427928068516E-003
  4.5813952979780090E+000  4.5813952979780090E+000    1460   1460   1.9999999999999998E-002 0.0000000000000000E+000 -8.0959653833428344E-003
  4.6126343777389804E+000  4.6126343777389804E+000    1470   1470   1.9999999999999998E-002 0.0000000000000000E+000 -7.0466831867616468E-003
  4.6435875242018163E+000  4.6435875242018163E+000    1480   1480   1.9999999999999998E-002 0.0000000000000000E+000 -5.8939085857682727E-003
  4.6743091463333978E+000  4.6743091463333978E+000    1490   1490   1.9999999999999998E-002 0.0000000000000000E+000 -5.8126929416320622E-003
  4.7049009630091847E+000  4.7049009630091847E+000    1500   1500   1.9999999999999998E-002 0.0000000000000000E+000 -6.7593316046078912E-003
  4.7354875435675243E+000  4.7354875435675243E+000    1510   1510   1.9999999999999998E-002 0.0000000000000000E+000 -7.8221549592492820E-003
  4.7661939015060763E+000  4.7661939015060763E+000    1520   1520   1.9999999999999998E-002 0.0000000000000000E+000 -8.2482527511235339E-003
  4.7971247088976411E+000  4.7971247088976411E+000    1530   1530   1.9999999999999998E-002 0.0000000000000000E+000 -7.6151778744375961E-003
  4.8279836955559671E+000  4.8279836955559671E+000    1540   1540   1.9999999999999998E-002 0.0000000000000000E+000 -6.3327283327978891E-003
  4.8584990447992399E+000  4.8584990447992399E+000    1550   1550   1.9999999999999998E-002 0.0000000000000000E+000 -5.6593954636088312E-003
  4.8888443319203078E+000  4.8888443319203078E+000    1560   1560   1.9999999999999998E-002 0.0000000000000000E+000 -6.2905749868587950E-003
  4.9192164056777887E+000  4.9192164056777887E+000    1570   1570   1.9999999999999998E-002 0.0000000000000000E+000 -7.4817337665873742E-003
  4.9498052516521440E+000  4.9498052516521440E+000    1580   1580   1.9999999999999998E-002 0.0000000000000000E+000 -8.4126186870375327E-003
  4.9807670743415251E+000  4.9807670743415251E+000    1590   1590   1.9999999999999998E-002 0.0000000000000000E+000 -8.3516841141328139E-003
  5.0119322836029116E+000  5.0119322836029116E+000    1600   1600   1.9999999999999998E-002 0.0000000000000000E+000 -7.1801254919763879E-003
  5.0427999908633909E+000  5.0427999908633909E+000    1610   1610   1.9999999999999998E-002 0.0000000000000000E+000 -5.8694686665736366E-003
  5.0734220545314396E+000  5.0734220545314396E+000    1620   1620   1.9999999999999998E-002 0.0000000000000000E+000 -5.7980706812909756E-003
  5.1039135951638918E+000  5.1039135951638918E+000    1630   1630   1.9999999999999998E-002 0.0000000000000000E+000 -6.7957292407724247E-003
  5.1344113359545797E+000  5.1344113359545797E+000    1640   1640   1.9999999999999998E-002 0.0000000000000000E+000 -7.9254970309701464E-003
  5.1650500146799762E+000  5.1650500146799762E+000    1650   1650   1.9999999999999998E-002 0.0000000000000000E+000 -8.3820147872773898E-003
  5.1959329234224513E+000  5.1959329234224513E+000    1660   1660   1.9999999999999998E-002 0.0000000000000000E+000 -7.6697869822227486E-003
  5.2266363103439470E+000  5.2266363103439470E+000    1670   1670   1.9999999999999998E-002 0.0000000000000000E+000 -6.2700325512152783E-003
  5.2569943307473909E+000  5.2569943307473909E+000    1680   1680   1.9999999999999998E-002 0.0000000000000000E+000 -5.6174871201390681E-003
  5.2871954988399787E+000  5.2871954988399787E+000    1690   1690   1.9999999999999998E-002 0.0000000000000000E+000 -6.3208999865988619E-003
  5.3174476719545307E+000  5.3174476719545307E+000    1700   1700   1.9999999999999998E-002 0.0000000000000000E+000 -7.5534256836382729E-003
  5.3479484206990335E+000  5.3479484206990335E+000    1710   1710   1.9999999999999998E-002 0.0000000000000000E+000 -8.5045666078715900E-003
  5.3788576988450884E+000  5.3788576988450884E+000    1720   1720   1.9999999999999998E-002 0.0000000000000000E+000 -8.3790953338218425E-003
  5.4099714728115086E+000  5.4099714728115086E+000    1730   1730   1.9999999999999998E-002 0.0000000000000000E+000 -7.0938731191227084E-003
  5.4407752702957985E+000  5.4407752702957985E+000    1740   1740   1.9999999999999998E-002 0.0000000000000000E+000 -5.7752938615888735E-003
  5.4713353009689589E+000  5.4713353009689589E+000    1750   1750   1.9999999999999998E-002 0.0000000000000000E+000 -5.8291707359133857E-003
  5.5017757832970719E+000  5.5017757832970719E+000    1760   1760   1.9999999999999998E-002 0.0000000000000000E+000 -6.8838255698959045E-003
  5.5322397901560247E+000  5.5322397901560247E+000    1770   1770   1.9999999999999998E-002 0.0000000000000000E+000 -8.0251208125431077E-003
  5.5628654092439724E+000  5.5628654092439724E+000    1780   1780   1.9999999999999998E-002 0.0000000000000000E+000 -8.4120648585474135E-003
  5.5937278064379798E+000  5.5937278064379798E+000    1790   1790   1.9999999999999998E-002 0.0000000000000000E+000 -7.5713322752280065E-003
  5.6243240160418279E+000  5.6243240160418279E+000    1800   1800   1.9999999999999998E-002 0.0000000000000000E+000 -6.1263101579353502E-003
  5.6545894079545035E+000  5.6545894079545035E+000    1810   1810   1.9999999999999998E-002 0.0000000000000000E+000 -5.6106378251830317E-003
  5.6847218725271098E+000  5.6847218725271098E+000    1820   1820   1.9999999999999998E-002 0.0000000000000000E+000 -6.4166609410657891E-003
  5.7149341557268913E+000  5.7149341557268913E+000    1830   1830   1.9999999999999998E-002 0.0000000000000000E+000 -7.6756818552723595E-003
  5.7454250126587842E+000  5.7454250126587842E+000    1840   1840   1.9999999999999998E-002 0.0000000000000000E+000 -8.5724223632490001E-003
  5.7763513384642584E+000  5.7763513384642584E+000    1850   1850   1.9999999999999998E-002 0.0000000000000000E+000 -8.3064290477555999E-003
  5.8074206871245639E+000  5.8074206871245639E+000    1860   1860   1.9999999999999998E-002 0.0000000000000000E+000 -6.9116886280492186E-003
  5.8381711075923510E+000  5.8381711075923510E+000    1870   1870   1.9999999999999998E-002 0.0000000000000000E+000 -5.6787383327193454E-003
  5.8686883679472936E+000  5.8686883679472936E+000    1880   1880   1.9999999999999998E-002 0.0000000000000000E+000 -5.9085128910139443E-003
  5.8991031428194480E+000  5.8991031428194480E+000    1890   1890   1.9999999999999998E-002 0.0000000000000000E+000 -7.0215365544418899E-003
  5.9295615998060950E+000  5.9295615998060950E+000    1900   1900   1.9999999999999998E-002 0.0000000000000000E+000 -8.1351332123865685E-003
  5.9602016872948562E+000  5.9602016872948562E+000    1910   1910   1.9999999999999998E-002 0.0000000000000000E+000 -8.3897960158006910E-003
  5.9910493893692606E+000  5.9910493893692606E+000    1920   1920   1.9999999999999998E-002 0.0000000000000000E+000 -7.4005187940281631E-003
  6.0215640281197906E+000  6.0215640281197906E+000    1930   1930   1.9999999999999998E-002 0.0000000000000000E+000 -5.9661125525427047E-003
  6.0517705687547982E+000  6.0517705687547982E+000    1940   1940   1.9999999999999998E-002 0.0000000000000000E+000 -5.6459460438297002E-003
  6.0818731332937092E+000  6.0818731332937092E+000    1950   1950   1.9999999999999998E-002 0.0000000000000000E+000 -6.5593060623855645E-003
  6.1120861507576087E+000  6.1120861507576087E+000    1960   1960   1.9999999999999998E-002 0.0000000000000000E+000 -7.8300432014723559E-003
  6.1426062224122555E+000  6.1426062224122555E+000    1970   1970   1.9999999999999998E-002 0.0000000000000000E+000 -8.6235701636342216E-003
  6.1735834584963669E+000  6.1735834584963669E+000    1980   1980   1.9999999999999998E-002 0.0000000000000000E+000 -8.1786729704053460E-003
  6.2046019289159248E+000  6.2046019289159248E+000    1990   1990   1.9999999999999998E-002 0.0000000000000000E+000 -6.6941414960529987E-003
  6.2353055473470933E+000  6.2353055473470933E+000    2000   2000   1.9999999999999998E-002 0.0000000000000000E+000 -5.6107030907265187E-003
  6.2657910577560071E+000  6.2657910577560071E+000    2010   2010   1.9999999999999998E-002 0.0000000000000000E+000 -6.0255110554186206E-003
  6.2961939714069732E+000  6.2961939714069732E+000    2020   2020   1.9999999999999998E-002 0.0000000000000000E+000 -7.1889287973607531E-003
  6.3266617297721845E+000  6.3266617297721845E+000    2030   2030   1.9999999999999998E-002 0.0000000000000000E+000 -8.2434549246520401E-003
  6.3573302407697065E+000  6.3573302407697065E+000    2040   2040   1.9999999999999998E-002 0.0000000000000000E+000 -8.3303076761976786E-003
  6.3881544913674357E+000  6.3881544913674357E+000    2050   2050   1.9999999999999998E-002 0.0000000000000000E+000 -7.1948133365524729E-003
  6.4186017148585321E+000  6.4186017148585321E+000    2060   2060   1.9999999999999998E-002 0.0000000000000000E+000 -5.8203465536741614E-003
