# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:U(1) 008:U(2) 009:U(mag)
  2.5587433078158081E+000  2.5587433078158081E+000     820    820   1.9999999999999998E-002 0.0000000000000000E+000  -3.0056195156613094E-002  4.7254439010423832E-003  3.0425395434641617E-002
  2.5908412660772852E+000  2.5908412660772852E+000     830    830   1.9999999999999998E-002 0.0000000000000000E+000  -3.0031901314099811E-002  5.6059304855360752E-003  3.0550639161046904E-002
  2.6229533327214231E+000  2.6229533327214231E+000     840    840   1.9999999999999998E-002 0.0000000000000000E+000  -3.0016806064483261E-002  5.6946573263608613E-003  3.0552213804853400E-002
  2.6550771363602425E+000  2.6550771363602425E+000     850    850   1.9999999999999998E-002 0.0000000000000000E+000  -2.9991408931237405E-002  4.8616823239376394E-003  3.0382899214847727E-002
  2.6872081326570529E+000  2.6872081326570529E+000     860    860   1.9999999999999998E-002 0.0000000000000000E+000  -2.9930921228564155E-002  3.1090465208473867E-003  3.0091962645518917E-002
  2.7193399562221856E+000  2.7193399562221856E+000     870    870   1.9999999999999998E-002 0.0000000000000000E+000  -2.9821565606267528E-002  5.9192621580265898E-004  2.9827439579251059E-002
  2.7514651263664506E+000  2.7514651263664506E+000     880    880   1.9999999999999998E-002 0.0000000000000000E+000  -2.9675125143070598E-002 -2.3849965247307478E-003  2.9770812227412918E-002
  2.7835760431976463E+000  2.7835760431976463E+000     890    890   1.9999999999999998E-002 0.0000000000000000E+000  -2.9530811732684302E-002 -5.3993811848106112E-003  3.0020362402378348E-002
  2.8156661455863476E+000  2.8156661455863476E+000     900    900   1.9999999999999998E-002 0.0000000000000000E+000  -2.9439516689645085E-002 -7.9663389868941214E-003  3.0498322901005567E-002
  2.8477310531489843E+000  2.8477310531489843E+000     910    910   1.9999999999999998E-002 0.0000000000000000E+000  -2.9435814128633372E-002 -9.6068088955612207E-003  3.0963816472962220E-002
  2.8797694935020711E+000  2.8797694935020711E+000     920    920   1.9999999999999998E-002 0.0000000000000000E+000  -2.9511534603965294E-002 -9.9209356938115789E-003  3.1134476705443208E-002
  2.9117838320840530E+000  2.9117838320840530E+000     930    930   1.9999999999999998E-002 0.0000000000000000E+000  -2.9607855264168794E-002 -8.6624452910447118E-003  3.0849036480323182E-002
  2.9437800715439328E+000  2.9437800715439328E+000     940    940   1.9999999999999998E-002 0.0000000000000000E+000  -2.9638165094352689E-002 -5.8079846310265939E-003  3.0201879339444217E-002
  2.9757672603692100E+000  2.9757672603692100E+000     950    950   1.9999999999999998E-002 0.0000000000000000E+000  -2.9537602261754889E-002 -1.6043041764927139E-003  2.9581138234766077E-002
  3.0077563308100772E+000  3.0077563308100772E+000     960    960   1.9999999999999998E-002 0.0000000000000000E+000  -2.9311824127306774E-002  3.4311070490187187E-003  2.9511955700224090E-002
  3.0397584629986380E+000  3.0397584629986380E+000     970    970   1.9999999999999998E-002 0.0000000000000000E+000  -2.9048580934936637E-002  8.5669340095121260E-003  3.0285514898328869E-002
  3.0717831381049376E+000  3.0717831381049376E+000     980    980   1.9999999999999998E-002 0.0000000000000000E+000  -2.8875566663330566E-002  1.2956982276596533E-002  3.1649356073141268E-002
  3.1038361072814355E+000  3.1038361072814355E+000     990    990   1.9999999999999998E-002 0.0000000000000000E+000  -2.8880120701888060E-002  1.5754819461924176E-002  3.2897959025347578E-002
  3.1359175713902627E+000  3.1359175713902627E+000    1000   1000   1.9999999999999998E-002 0.0000000000000000E+000  -2.9029070532903622E-002  1.6235773048439579E-002  3.3260896898380996E-002
  3.1680209328017689E+000  3.1680209328017689E+000    1010   1010   1.9999999999999998E-002 0.0000000000000000E+000  -2.9143853911202416E-002  1.3943612390428230E-002  3.2307716528594405E-002
  3.2001325125401804E+000  3.2001325125401804E+000    1020   1020   1.9999999999999998E-002 0.0000000000000000E+000  -2.8987904920674253E-002  8.8636935823596818E-003  3.0312764565641563E-002
  3.2322325640972104E+000  3.2322325640972104E+000    1030   1030   1.9999999999999998E-002 0.0000000000000000E+000  -2.8449576862233790E-002  1.5460652756995870E-003  2.8491555617004706E-002
  3.2642977188099218E+000  3.2642977188099218E+000    1040   1040   1.9999999999999998E-002 0.0000000000000000E+000  -2.7676627840847953E-002 -6.9340972470375730E-003  2.8532042220496137E-002
  3.2963046687533834E+000  3.2963046687533834E+000    1050   1050   1.9999999999999998E-002 0.0000000000000000E+000  -2.7027190061947590E-002 -1.5179599404106875E-002  3.0998213508423360E-002
  3.3282345128186046E+000  3.3282345128186046E+000    1060   1060   1.9999999999999998E-002 0.0000000000000000E+000  -2.6865678472975536E-002 -2.1715587125762927E-002  3.4544629163299780E-002
  3.3600769026865644E+000  3.3600769026865644E+000    1070   1070   1.9999999999999998E-002 0.0000000000000000E+000  -2.7322518971490672E-002 -2.5179627448172521E-002  3.7155533657535197E-002
  3.3918330365027973E+000  3.3918330365027973E+000    1080   1080   1.9999999999999998E-002 0.0000000000000000E+000  -2.8119723393705884E-002 -2.4490595432028428E-002  3.7289517405751197E-002
  3.4235167216516662E+000  3.4235167216516662E+000    1090   1090   1.9999999999999998E-002 0.0000000000000000E+000  -2.8619005933153420E-002 -1.9131624559472044E-002  3.4424795698543579E-002
  3.4551531287546830E+000  3.4551531287546830E+000    1100   1100   1.9999999999999998E-002 0.0000000000000000E+000  -2.8267344759481606E-002 -9.5295264229581206E-003  2.9830431669643150E-002
  3.4867753121515834E+000  3.4867753121515834E+000    1110   1110   1.9999999999999998E-002 0.0000000000000000E+000  -2.7141529222249429E-002  2.8523446508340587E-003  2.7290996290523388E-002
  3.5184189141902320E+000  3.5184189141902320E+000    1120   1120   1.9999999999999998E-002 0.0000000000000000E+000  -2.5951477998787182E-002  1.5889519246317343E-002  3.0429525665061301E-002
  3.5501156664200537E+000  3.5501156664200537E+000    1130   1130   1.9999999999999998E-002 0.0000000000000000E+000  -2.5524998857119727E-002  2.7256876852814211E-002  3.7342507982531687E-002
  3.5818864538270815E+000  3.5818864538270815E+000    1140   1140   1.9999999999999998E-002 0.0000000000000000E+000  -2.6235301544780655E-002  3.4681241984893032E-002  4.3486544962324575E-002
  3.6137349958136093E+000  3.6137349958136093E+000    1150   1150   1.9999999999999998E-002 0.0000000000000000E+000  -2.7526286476597818E-002  3.6093386933132376E-002  4.5391948928158427E-002
  3.6456436844966217E+000  3.6456436844966217E+000    1160   1160   1.9999999999999998E-002 0.0000000000000000E+000  -2.7868882952554403E-002  3.0163928098401586E-002  4.1067471255833591E-002
  3.6775735161908449E+000  3.6775735161908449E+000    1170   1170   1.9999999999999998E-002 0.0000000000000000E+000  -2.6149685927777279E-002  1.7405046841795936E-002  3.1412445458551996E-002
  3.7094696840740897E+000  3.7094696840740897E+000    1180   1180   1.9999999999999998E-002 0.0000000000000000E+000  -2.3254047761415219E-002  2.7602063614588518E-004  2.3255685857049206E-002
  3.7412727725445980E+000  3.7412727725445980E+000    1190   1190   1.9999999999999998E-002 0.0000000000000000E+000  -2.1162738755534671E-002 -1.8010622923652874E-002  2.7789279402910387E-002
  3.7729330520782626E+000  3.7729330520782626E+000    1200   1200   1.9999999999999998E-002 0.0000000000000000E+000  -2.1294253548725534E-002 -3.4164180964361756E-002  4.0257129743227695E-002
  3.8044236007326288E+000  3.8044236007326288E+000    1210   1210   1.9999999999999998E-002 0.0000000000000000E+000  -2.3724921851383653E-002 -4.4943889768209004E-002  5.0821502775411744E-002
  3.8357481440598860E+000  3.8357481440598860E+000    1220   1220   1.9999999999999998E-002 0.0000000000000000E+000  -2.6642555055260923E-002 -4.7307800094072671E-002  5.4294140472184944E-002
  3.8669415262847337E+000  3.8669415262847337E+000    1230   1230   1.9999999999999998E-002 0.0000000000000000E+000  -2.6792590397141009E-002 -3.9527588350581970E-002  4.7752205614003173E-002
  3.8980632734660902E+000  3.8980632734660902E+000    1240   1240   1.9999999999999998E-002 0.0000000000000000E+000  -2.3247751879683633E-002 -2.3124381733407552E-002  3.2790166178470130E-002
  3.9291864589528504E+000  3.9291864589528504E+000    1250   1250   1.9999999999999998E-002 0.0000000000000000E+000  -1.9080101755353105E-002 -1.5947780410285419E-003  1.9146634168823917E-002
  3.9603843707210035E+000  3.9603843707210035E+000    1260   1260   1.9999999999999998E-002 0.0000000000000000E+000  -1.7372307670902509E-002  2.1576286204398709E-002  2.7700779775786532E-002
  3.9917166319919857E+000  3.9917166319919857E+000    1270   1270   1.9999999999999998E-002 0.0000000000000000E+000  -1.9311334953402610E-002  4.2448317358154570E-002  4.6634614871585631E-002
  4.0231590776486010E+000  4.0231590776486010E+000    1280   1280   1.9999999999999998E-002 0.0000000000000000E+000  -2.3667902772562356E-002  5.6222200761476450E-002  6.1000864584981320E-002
  4.0544187532286439E+000  4.0544187532286439E+000    1290   1290   1.9999999999999998E-002 0.0000000000000000E+000  -2.5557508661809005E-002  5.7894616836720818E-002  6.3284855278882954E-002
  4.0855541423337555E+000  4.0855541423337555E+000    1300   1300   1.9999999999999998E-002 0.0000000000000000E+000  -2.0398385325056787E-002  4.6465194557480575E-002  5.0745526198217856E-002
  4.1167026211461008E+000  4.1167026211461008E+000    1310   1310   1.9999999999999998E-002 0.0000000000000000E+000  -1.2350954125574740E-002  2.6131786357495041E-002  2.8903569434341767E-002
  4.1479979253384993E+000  4.1479979253384993E+000    1320   1320   1.9999999999999998E-002 0.0000000000000000E+000  -7.6599214227744338E-003  2.3361819809292816E-004  7.6634831288102205E-003
  4.1794861984312943E+000  4.1794861984312943E+000    1330   1330   1.9999999999999998E-002 0.0000000000000000E+000  -8.4770782876364876E-003 -2.7763044686951445E-002  2.9028391388163083E-002
  4.2108097097566545E+000  4.2108097097566545E+000    1340   1340   1.9999999999999998E-002 0.0000000000000000E+000  -1.4675179394943791E-002 -5.2278900249491142E-002  5.4299579202513426E-002
  4.2418957412098956E+000  4.2418957412098956E+000    1350   1350   1.9999999999999998E-002 0.0000000000000000E+000  -2.2053077688705537E-002 -6.6479831443497774E-002  7.0042174611443623E-002
  4.2727880268353084E+000  4.2727880268353084E+000    1360   1360   1.9999999999999998E-002 0.0000000000000000E+000  -2.1416306208313979E-002 -6.4198971297326243E-002  6.7676924333506667E-002
  4.3035694070959511E+000  4.3035694070959511E+000    1370   1370   1.9999999999999998E-002 0.0000000000000000E+000  -1.1840155288266822E-002 -4.8038683392439525E-002  4.9476301188845130E-002
  4.3343435740358255E+000  4.3343435740358255E+000    1380   1380   1.9999999999999998E-002 0.0000000000000000E+000  -3.9717099523260483E-003 -2.3598757910351371E-002  2.3930646770548791E-002
  4.3652158110681220E+000  4.3652158110681220E+000    1390   1390   1.9999999999999998E-002 0.0000000000000000E+000  -2.2520979183364269E-003  6.8949135547254734E-003  7.2533976839073375E-003
  4.3962745031994536E+000  4.3962745031994536E+000    1400   1400   1.9999999999999998E-002 0.0000000000000000E+000  -7.0800541051184806E-003  3.8929593286585886E-002  3.9568174074505865E-002
  4.4273661244808586E+000  4.4273661244808586E+000    1410   1410   1.9999999999999998E-002 0.0000000000000000E+000  -1.6397573525725119E-002  6.5229009121000816E-002  6.7258486813480793E-002
  4.4581568236971511E+000  4.4581568236971511E+000    1420   1420   1.9999999999999998E-002 0.0000000000000000E+000  -2.0160260005533992E-002  7.5517436154093777E-002  7.8162134354035925E-002
  4.4887848914605443E+000  4.4887848914605443E+000    1430   1430   1.9999999999999998E-002 0.0000000000000000E+000  -9.3358015622375170E-003  6.6480751135622782E-002  6.7133057895243286E-002
  4.5194251930963096E+000  4.5194251930963096E+000    1440   1440   1.9999999999999998E-002 0.0000000000000000E+000   3.2527216101934115E-003  4.6694334320432204E-002  4.6807489309956711E-002
  4.5502484982806850E+000  4.5502484982806850E+000    1450   1450   1.9999999999999998E-002 0.0000000000000000E+000   8.2776077848725986E-003  1.8003866701068268E-002  1.9815600087557744E-002
  4.5813952979780090E+000  4.5813952979780090E+000    1460   1460   1.9999999999999998E-002 0.0000000000000000E+000   5.6817113252848994E-003 -1.7124588446760289E-002  1.8042543419783882E-002
  4.6126343777389804E+000  4.6126343777389804E+000    1470   1470   1.9999999999999998E-002 0.0000000000000000E+000  -4.3944664066541188E-003 -5.1836619114385271E-002  5.2022556801920689E-002
  4.6435875242018163E+000  4.6435875242018163E+000    1480   1480   1.9999999999999998E-002 0.0000000000000000E+000  -1.6010207266519111E-002 -7.6041373910414593E-002  7.7708540604623266E-002
  4.6743091463333978E+000  4.6743091463333978E+000    1490   1490   1.9999999999999998E-002 0.0000000000000000E+000  -1.3227804872824771E-002 -7.7999136264102473E-002  7.9112831321471182E-002
  4.7049009630091847E+000  4.7049009630091847E+000    1500   1500   1.9999999999999998E-002 0.0000000000000000E+000   1.4682236939727424E-003 -6.2862711958010146E-002  6.2879855562264888E-002
  4.7354875435675243E+000  4.7354875435675243E+000    1510   1510   1.9999999999999998E-002 0.0000000000000000E+000   9.9368518416206956E-003 -3.8051485647162909E-002  3.9327555027977080E-002
